Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
AddShop,Chrome 69.0.3497.100,,2018-10-21 23:06:55,2018-10-21 23:07:34,38.816s,PASSED
,,,,,,
Test Cases/AddShop/AddShop,Chrome 69.0.3497.100,,2018-10-21 23:06:56,2018-10-21 23:07:33,36.778s,PASSED
openBrowser,Chrome 69.0.3497.100,,2018-10-21 23:06:57,2018-10-21 23:07:02,5.282s,PASSED
navigateToUrl,Chrome 69.0.3497.100,,2018-10-21 23:07:02,2018-10-21 23:07:22,19.327s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-21 23:07:22,2018-10-21 23:07:22,0.730s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-21 23:07:22,2018-10-21 23:07:23,0.717s,PASSED
click,Chrome 69.0.3497.100,,2018-10-21 23:07:23,2018-10-21 23:07:23,0.258s,PASSED
click,Chrome 69.0.3497.100,,2018-10-21 23:07:23,2018-10-21 23:07:30,6.876s,PASSED
click,Chrome 69.0.3497.100,,2018-10-21 23:07:30,2018-10-21 23:07:31,0.779s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-21 23:07:31,2018-10-21 23:07:32,1.291s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-21 23:07:32,2018-10-21 23:07:33,0.761s,PASSED
