Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
AddShop,Chrome 69.0.3497.100,,2018-10-21 23:34:11,2018-10-21 23:34:35,24.109s,PASSED
,,,,,,
Test Cases/AddShop/AddShop,Chrome 69.0.3497.100,,2018-10-21 23:34:12,2018-10-21 23:34:32,20.526s,PASSED
openBrowser,Chrome 69.0.3497.100,,2018-10-21 23:34:12,2018-10-21 23:34:16,3.649s,PASSED
navigateToUrl,Chrome 69.0.3497.100,,2018-10-21 23:34:16,2018-10-21 23:34:23,6.756s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-21 23:34:23,2018-10-21 23:34:23,0.433s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-21 23:34:23,2018-10-21 23:34:23,0.246s,PASSED
click,Chrome 69.0.3497.100,,2018-10-21 23:34:23,2018-10-21 23:34:24,0.195s,PASSED
click,Chrome 69.0.3497.100,,2018-10-21 23:34:24,2018-10-21 23:34:29,5.251s,PASSED
click,Chrome 69.0.3497.100,,2018-10-21 23:34:29,2018-10-21 23:34:29,0.443s,PASSED
click,Chrome 69.0.3497.100,,2018-10-21 23:34:29,2018-10-21 23:34:30,0.578s,PASSED
click,Chrome 69.0.3497.100,,2018-10-21 23:34:30,2018-10-21 23:34:30,0.209s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-21 23:34:30,2018-10-21 23:34:31,0.772s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-21 23:34:31,2018-10-21 23:34:32,1.311s,PASSED
