Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_AddShop,Chrome 69.0.3497.100,,2018-10-22 00:42:05,2018-10-22 00:42:44,39.427s,PASSED
,,,,,,
Test Cases/AddShop/AddShop,Chrome 69.0.3497.100,,2018-10-22 00:42:05,2018-10-22 00:42:43,37.813s,PASSED
openBrowser,Chrome 69.0.3497.100,,2018-10-22 00:42:06,2018-10-22 00:42:10,3.793s,PASSED
navigateToUrl,Chrome 69.0.3497.100,,2018-10-22 00:42:10,2018-10-22 00:42:17,7.477s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-22 00:42:17,2018-10-22 00:42:18,0.602s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-22 00:42:18,2018-10-22 00:42:18,0.217s,PASSED
click,Chrome 69.0.3497.100,,2018-10-22 00:42:18,2018-10-22 00:42:18,0.212s,PASSED
click,Chrome 69.0.3497.100,,2018-10-22 00:42:18,2018-10-22 00:42:23,5.066s,PASSED
click,Chrome 69.0.3497.100,,2018-10-22 00:42:23,2018-10-22 00:42:24,0.359s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-22 00:42:24,2018-10-22 00:42:29,5.047s,PASSED
click,Chrome 69.0.3497.100,,2018-10-22 00:42:29,2018-10-22 00:42:29,0.151s,PASSED
click,Chrome 69.0.3497.100,,2018-10-22 00:42:29,2018-10-22 00:42:29,0.228s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-22 00:42:29,2018-10-22 00:42:30,0.357s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-22 00:42:30,2018-10-22 00:42:30,0.753s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-22 00:42:30,2018-10-22 00:42:35,5.008s,PASSED
click,Chrome 69.0.3497.100,,2018-10-22 00:42:35,2018-10-22 00:42:35,0.114s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-22 00:42:35,2018-10-22 00:42:36,0.442s,PASSED
click,Chrome 69.0.3497.100,,2018-10-22 00:42:36,2018-10-22 00:42:36,0.188s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-22 00:42:36,2018-10-22 00:42:43,7.006s,PASSED
