Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_AddProduct,Chrome 69.0.3497.100,,2018-10-22 00:45:37,2018-10-22 00:45:59,21.652s,PASSED
,,,,,,
Test Cases/AddProduct/AddProduct,Chrome 69.0.3497.100,,2018-10-22 00:45:38,2018-10-22 00:45:58,20.079s,PASSED
openBrowser,Chrome 69.0.3497.100,,2018-10-22 00:45:39,2018-10-22 00:45:43,4.103s,PASSED
navigateToUrl,Chrome 69.0.3497.100,,2018-10-22 00:45:43,2018-10-22 00:45:49,6.377s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-22 00:45:49,2018-10-22 00:45:49,0.366s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-22 00:45:49,2018-10-22 00:45:50,0.246s,PASSED
click,Chrome 69.0.3497.100,,2018-10-22 00:45:50,2018-10-22 00:45:50,0.305s,PASSED
click,Chrome 69.0.3497.100,,2018-10-22 00:45:50,2018-10-22 00:45:56,5.959s,PASSED
click,Chrome 69.0.3497.100,,2018-10-22 00:45:56,2018-10-22 00:45:56,0.456s,PASSED
click,Chrome 69.0.3497.100,,2018-10-22 00:45:56,2018-10-22 00:45:57,0.328s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-22 00:45:57,2018-10-22 00:45:57,0.708s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-22 00:45:57,2018-10-22 00:45:58,0.352s,PASSED
click,Chrome 69.0.3497.100,,2018-10-22 00:45:58,2018-10-22 00:45:58,0.275s,PASSED
