Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_AddProduct,Chrome 69.0.3497.100,,2018-10-22 00:51:40,2018-10-22 00:52:13,33.488s,PASSED
,,,,,,
Test Cases/AddProduct/AddProduct,Chrome 69.0.3497.100,,2018-10-22 00:51:41,2018-10-22 00:52:13,31.927s,PASSED
openBrowser,Chrome 69.0.3497.100,,2018-10-22 00:51:41,2018-10-22 00:51:45,3.599s,PASSED
navigateToUrl,Chrome 69.0.3497.100,,2018-10-22 00:51:45,2018-10-22 00:51:56,11.448s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-22 00:51:56,2018-10-22 00:51:57,0.348s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-22 00:51:57,2018-10-22 00:51:58,1.328s,PASSED
click,Chrome 69.0.3497.100,,2018-10-22 00:51:58,2018-10-22 00:51:58,0.196s,PASSED
click,Chrome 69.0.3497.100,,2018-10-22 00:51:58,2018-10-22 00:52:05,6.964s,PASSED
click,Chrome 69.0.3497.100,,2018-10-22 00:52:05,2018-10-22 00:52:06,0.480s,PASSED
click,Chrome 69.0.3497.100,,2018-10-22 00:52:06,2018-10-22 00:52:06,0.505s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-22 00:52:06,2018-10-22 00:52:07,0.659s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-22 00:52:07,2018-10-22 00:52:07,0.536s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-22 00:52:07,2018-10-22 00:52:12,5.032s,PASSED
click,Chrome 69.0.3497.100,,2018-10-22 00:52:12,2018-10-22 00:52:13,0.197s,PASSED
