Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
AddShop,Chrome 69.0.3497.100,,2018-10-21 22:05:50,2018-10-21 22:06:10,19.528s,ERROR
,,,,,,
Test Cases/AddShop/AddShop,Chrome 69.0.3497.100,,2018-10-21 22:05:51,2018-10-21 22:06:09,17.895s,ERROR
openBrowser,Chrome 69.0.3497.100,,2018-10-21 22:05:52,2018-10-21 22:05:56,4.282s,PASSED
navigateToUrl,Chrome 69.0.3497.100,,2018-10-21 22:05:56,2018-10-21 22:06:02,5.676s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-21 22:06:02,2018-10-21 22:06:02,0.660s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-21 22:06:02,2018-10-21 22:06:03,0.319s,PASSED
click,Chrome 69.0.3497.100,,2018-10-21 22:06:03,2018-10-21 22:06:03,0.507s,PASSED
click,Chrome 69.0.3497.100,,2018-10-21 22:06:03,2018-10-21 22:06:08,5.289s,PASSED
click,Chrome 69.0.3497.100,,2018-10-21 22:06:08,2018-10-21 22:06:09,0.320s,PASSED
setAlertText,Chrome 69.0.3497.100,,2018-10-21 22:06:09,2018-10-21 22:06:09,0.039s,PASSED
