Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
AddShop,Chrome 69.0.3497.100,,2018-10-21 21:35:00,2018-10-21 21:36:03,1m - 2.569s,FAILED
,,,,,,
Test Cases/AddShop/AddShop,Chrome 69.0.3497.100,,2018-10-21 21:35:01,2018-10-21 21:36:02,1m - 1.048s,FAILED
openBrowser,Chrome 69.0.3497.100,,2018-10-21 21:35:01,2018-10-21 21:35:08,6.689s,PASSED
openBrowser,Chrome 69.0.3497.100,,2018-10-21 21:35:08,2018-10-21 21:35:12,3.865s,PASSED
navigateToUrl,Chrome 69.0.3497.100,,2018-10-21 21:35:12,2018-10-21 21:35:20,8.243s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-21 21:35:20,2018-10-21 21:35:20,0.311s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-21 21:35:20,2018-10-21 21:35:21,0.286s,PASSED
click,Chrome 69.0.3497.100,,2018-10-21 21:35:21,2018-10-21 21:35:21,0.394s,PASSED
click,Chrome 69.0.3497.100,,2018-10-21 21:35:21,2018-10-21 21:35:29,7.763s,PASSED
click,Chrome 69.0.3497.100,,2018-10-21 21:35:29,2018-10-21 21:35:30,0.859s,PASSED
switchToWindowIndex,Chrome 69.0.3497.100,,2018-10-21 21:35:30,2018-10-21 21:36:02,31.982s,FAILED
