Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
AddShop,Chrome 69.0.3497.100,,2018-10-22 00:06:31,2018-10-22 00:07:04,33.686s,PASSED
,,,,,,
Test Cases/AddShop/AddShop,Chrome 69.0.3497.100,,2018-10-22 00:06:31,2018-10-22 00:07:01,29.302s,PASSED
openBrowser,Chrome 69.0.3497.100,,2018-10-22 00:06:32,2018-10-22 00:06:36,4.381s,PASSED
navigateToUrl,Chrome 69.0.3497.100,,2018-10-22 00:06:36,2018-10-22 00:06:44,7.889s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-22 00:06:44,2018-10-22 00:06:45,0.389s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-22 00:06:45,2018-10-22 00:06:45,0.414s,PASSED
click,Chrome 69.0.3497.100,,2018-10-22 00:06:45,2018-10-22 00:06:45,0.270s,PASSED
click,Chrome 69.0.3497.100,,2018-10-22 00:06:45,2018-10-22 00:06:50,5.146s,PASSED
click,Chrome 69.0.3497.100,,2018-10-22 00:06:50,2018-10-22 00:06:51,0.255s,PASSED
click,Chrome 69.0.3497.100,,2018-10-22 00:06:51,2018-10-22 00:06:51,0.585s,PASSED
click,Chrome 69.0.3497.100,,2018-10-22 00:06:51,2018-10-22 00:06:52,0.960s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-22 00:06:52,2018-10-22 00:06:53,1.107s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-22 00:06:53,2018-10-22 00:06:54,1.079s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-22 00:06:54,2018-10-22 00:07:00,5.157s,PASSED
click,Chrome 69.0.3497.100,,2018-10-22 00:07:00,2018-10-22 00:07:00,0.245s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-22 00:07:00,2018-10-22 00:07:00,0.590s,PASSED
click,Chrome 69.0.3497.100,,2018-10-22 00:07:00,2018-10-22 00:07:01,0.216s,PASSED
