Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
AddShop,Chrome 69.0.3497.100,,2018-10-21 23:17:06,2018-10-21 23:17:45,38.858s,FAILED
,,,,,,
Test Cases/AddShop/AddShop,Chrome 69.0.3497.100,,2018-10-21 23:17:06,2018-10-21 23:17:41,34.953s,FAILED
openBrowser,Chrome 69.0.3497.100,,2018-10-21 23:17:07,2018-10-21 23:17:12,5.134s,PASSED
navigateToUrl,Chrome 69.0.3497.100,,2018-10-21 23:17:12,2018-10-21 23:17:27,14.489s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-21 23:17:27,2018-10-21 23:17:31,4.597s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-21 23:17:31,2018-10-21 23:17:32,0.374s,PASSED
click,Chrome 69.0.3497.100,,2018-10-21 23:17:32,2018-10-21 23:17:33,1.005s,PASSED
click,Chrome 69.0.3497.100,,2018-10-21 23:17:33,2018-10-21 23:17:39,5.912s,PASSED
click,Chrome 69.0.3497.100,,2018-10-21 23:17:39,2018-10-21 23:17:39,0.611s,PASSED
click,Chrome 69.0.3497.100,,2018-10-21 23:17:39,2018-10-21 23:17:41,1.833s,FAILED
