Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
AddShop,Chrome 69.0.3497.100,,2018-10-22 00:07:55,2018-10-22 00:08:27,32.272s,PASSED
,,,,,,
Test Cases/AddShop/AddShop,Chrome 69.0.3497.100,,2018-10-22 00:07:56,2018-10-22 00:08:26,30.504s,PASSED
openBrowser,Chrome 69.0.3497.100,,2018-10-22 00:07:57,2018-10-22 00:08:05,7.943s,PASSED
navigateToUrl,Chrome 69.0.3497.100,,2018-10-22 00:08:05,2018-10-22 00:08:10,5.974s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-22 00:08:10,2018-10-22 00:08:11,0.887s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-22 00:08:11,2018-10-22 00:08:12,0.191s,PASSED
click,Chrome 69.0.3497.100,,2018-10-22 00:08:12,2018-10-22 00:08:12,0.139s,PASSED
click,Chrome 69.0.3497.100,,2018-10-22 00:08:12,2018-10-22 00:08:17,5.735s,PASSED
click,Chrome 69.0.3497.100,,2018-10-22 00:08:17,2018-10-22 00:08:18,0.264s,PASSED
click,Chrome 69.0.3497.100,,2018-10-22 00:08:18,2018-10-22 00:08:18,0.453s,PASSED
click,Chrome 69.0.3497.100,,2018-10-22 00:08:18,2018-10-22 00:08:19,0.486s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-22 00:08:19,2018-10-22 00:08:19,0.488s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-22 00:08:19,2018-10-22 00:08:20,1.353s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-22 00:08:20,2018-10-22 00:08:26,5.051s,PASSED
click,Chrome 69.0.3497.100,,2018-10-22 00:08:26,2018-10-22 00:08:26,0.182s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-22 00:08:26,2018-10-22 00:08:26,0.435s,PASSED
click,Chrome 69.0.3497.100,,2018-10-22 00:08:26,2018-10-22 00:08:26,0.164s,PASSED
