Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_AddProduct,Chrome 69.0.3497.100,,2018-10-22 00:48:43,2018-10-22 00:49:07,23.602s,PASSED
,,,,,,
Test Cases/AddProduct/AddProduct,Chrome 69.0.3497.100,,2018-10-22 00:48:44,2018-10-22 00:49:06,21.961s,PASSED
openBrowser,Chrome 69.0.3497.100,,2018-10-22 00:48:44,2018-10-22 00:48:48,3.917s,PASSED
navigateToUrl,Chrome 69.0.3497.100,,2018-10-22 00:48:48,2018-10-22 00:48:53,4.704s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-22 00:48:53,2018-10-22 00:48:53,0.334s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-22 00:48:53,2018-10-22 00:48:54,0.190s,PASSED
click,Chrome 69.0.3497.100,,2018-10-22 00:48:54,2018-10-22 00:48:54,0.175s,PASSED
click,Chrome 69.0.3497.100,,2018-10-22 00:48:54,2018-10-22 00:48:59,5.062s,PASSED
click,Chrome 69.0.3497.100,,2018-10-22 00:48:59,2018-10-22 00:48:59,0.321s,PASSED
click,Chrome 69.0.3497.100,,2018-10-22 00:48:59,2018-10-22 00:49:00,0.558s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-22 00:49:00,2018-10-22 00:49:00,0.508s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-22 00:49:00,2018-10-22 00:49:00,0.296s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-22 00:49:00,2018-10-22 00:49:05,5.030s,PASSED
click,Chrome 69.0.3497.100,,2018-10-22 00:49:05,2018-10-22 00:49:06,0.192s,PASSED
