Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
AddShop,Chrome 69.0.3497.100,,2018-10-21 23:59:03,2018-10-21 23:59:32,28.943s,FAILED
,,,,,,
Test Cases/AddShop/AddShop,Chrome 69.0.3497.100,,2018-10-21 23:59:03,2018-10-21 23:59:31,27.354s,FAILED
openBrowser,Chrome 69.0.3497.100,,2018-10-21 23:59:04,2018-10-21 23:59:10,6.341s,PASSED
navigateToUrl,Chrome 69.0.3497.100,,2018-10-21 23:59:10,2018-10-21 23:59:18,7.672s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-21 23:59:18,2018-10-21 23:59:18,0.439s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-21 23:59:18,2018-10-21 23:59:19,0.432s,PASSED
click,Chrome 69.0.3497.100,,2018-10-21 23:59:19,2018-10-21 23:59:19,0.199s,PASSED
click,Chrome 69.0.3497.100,,2018-10-21 23:59:19,2018-10-21 23:59:24,5.065s,PASSED
click,Chrome 69.0.3497.100,,2018-10-21 23:59:24,2018-10-21 23:59:25,0.375s,PASSED
click,Chrome 69.0.3497.100,,2018-10-21 23:59:25,2018-10-21 23:59:25,0.320s,PASSED
click,Chrome 69.0.3497.100,,2018-10-21 23:59:25,2018-10-21 23:59:25,0.245s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-21 23:59:25,2018-10-21 23:59:26,0.600s,PASSED
click,Chrome 69.0.3497.100,,2018-10-21 23:59:26,2018-10-21 23:59:26,0.333s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-21 23:59:26,2018-10-21 23:59:29,3.248s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-21 23:59:29,2018-10-21 23:59:30,0.494s,PASSED
click,Chrome 69.0.3497.100,,2018-10-21 23:59:30,2018-10-21 23:59:31,0.929s,FAILED
