Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
AddShop,Chrome 69.0.3497.100,,2018-10-21 23:25:47,2018-10-21 23:26:08,20.474s,FAILED
,,,,,,
Test Cases/AddShop/AddShop,Chrome 69.0.3497.100,,2018-10-21 23:25:48,2018-10-21 23:26:07,18.844s,FAILED
openBrowser,Chrome 69.0.3497.100,,2018-10-21 23:25:48,2018-10-21 23:25:52,3.856s,PASSED
navigateToUrl,Chrome 69.0.3497.100,,2018-10-21 23:25:52,2018-10-21 23:25:57,4.993s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-21 23:25:57,2018-10-21 23:25:58,0.432s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-21 23:25:58,2018-10-21 23:25:58,0.271s,PASSED
click,Chrome 69.0.3497.100,,2018-10-21 23:25:58,2018-10-21 23:25:58,0.235s,PASSED
click,Chrome 69.0.3497.100,,2018-10-21 23:25:58,2018-10-21 23:26:05,7.135s,PASSED
click,Chrome 69.0.3497.100,,2018-10-21 23:26:05,2018-10-21 23:26:06,0.414s,PASSED
selectOptionByIndex,Chrome 69.0.3497.100,,2018-10-21 23:26:06,2018-10-21 23:26:07,0.903s,FAILED
