Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
AddShop,Chrome 69.0.3497.100,,2018-10-21 23:27:02,2018-10-21 23:27:22,19.677s,FAILED
,,,,,,
Test Cases/AddShop/AddShop,Chrome 69.0.3497.100,,2018-10-21 23:27:03,2018-10-21 23:27:20,17.824s,FAILED
openBrowser,Chrome 69.0.3497.100,,2018-10-21 23:27:03,2018-10-21 23:27:07,3.516s,PASSED
navigateToUrl,Chrome 69.0.3497.100,,2018-10-21 23:27:07,2018-10-21 23:27:12,5.693s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-21 23:27:12,2018-10-21 23:27:13,0.753s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-21 23:27:13,2018-10-21 23:27:13,0.312s,PASSED
click,Chrome 69.0.3497.100,,2018-10-21 23:27:13,2018-10-21 23:27:14,0.338s,PASSED
click,Chrome 69.0.3497.100,,2018-10-21 23:27:14,2018-10-21 23:27:19,5.207s,PASSED
click,Chrome 69.0.3497.100,,2018-10-21 23:27:19,2018-10-21 23:27:19,0.471s,PASSED
selectOptionByIndex,Chrome 69.0.3497.100,,2018-10-21 23:27:19,2018-10-21 23:27:20,0.916s,FAILED
