Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
AddShop,Chrome 69.0.3497.100,,2018-10-22 00:12:09,2018-10-22 00:12:45,36.024s,PASSED
,,,,,,
Test Cases/AddShop/AddShop,Chrome 69.0.3497.100,,2018-10-22 00:12:10,2018-10-22 00:12:44,33.923s,PASSED
openBrowser,Chrome 69.0.3497.100,,2018-10-22 00:12:11,2018-10-22 00:12:15,4.466s,PASSED
navigateToUrl,Chrome 69.0.3497.100,,2018-10-22 00:12:15,2018-10-22 00:12:21,5.909s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-22 00:12:21,2018-10-22 00:12:22,0.518s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-22 00:12:22,2018-10-22 00:12:22,0.250s,PASSED
click,Chrome 69.0.3497.100,,2018-10-22 00:12:22,2018-10-22 00:12:22,0.214s,PASSED
click,Chrome 69.0.3497.100,,2018-10-22 00:12:22,2018-10-22 00:12:28,6.102s,PASSED
click,Chrome 69.0.3497.100,,2018-10-22 00:12:28,2018-10-22 00:12:29,0.474s,PASSED
click,Chrome 69.0.3497.100,,2018-10-22 00:12:29,2018-10-22 00:12:29,0.506s,PASSED
click,Chrome 69.0.3497.100,,2018-10-22 00:12:29,2018-10-22 00:12:30,0.312s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-22 00:12:30,2018-10-22 00:12:30,0.375s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-22 00:12:30,2018-10-22 00:12:31,0.967s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-22 00:12:31,2018-10-22 00:12:36,5.051s,PASSED
click,Chrome 69.0.3497.100,,2018-10-22 00:12:36,2018-10-22 00:12:36,0.192s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-22 00:12:36,2018-10-22 00:12:37,0.414s,PASSED
click,Chrome 69.0.3497.100,,2018-10-22 00:12:37,2018-10-22 00:12:37,0.126s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-22 00:12:37,2018-10-22 00:12:44,7.003s,PASSED
