Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
AddShop,Chrome 69.0.3497.100,,2018-10-21 21:09:49,2018-10-21 21:10:42,53.247s,FAILED
,,,,,,
Test Cases/AddShop/AddShop,Chrome 69.0.3497.100,,2018-10-21 21:09:49,2018-10-21 21:10:41,51.756s,FAILED
openBrowser,Chrome 69.0.3497.100,,2018-10-21 21:09:50,2018-10-21 21:09:54,4.015s,PASSED
openBrowser,Chrome 69.0.3497.100,,2018-10-21 21:09:54,2018-10-21 21:09:57,3.473s,PASSED
navigateToUrl,Chrome 69.0.3497.100,,2018-10-21 21:09:57,2018-10-21 21:10:03,5.247s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-21 21:10:03,2018-10-21 21:10:03,0.454s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-21 21:10:03,2018-10-21 21:10:03,0.279s,PASSED
click,Chrome 69.0.3497.100,,2018-10-21 21:10:03,2018-10-21 21:10:03,0.173s,PASSED
click,Chrome 69.0.3497.100,,2018-10-21 21:10:03,2018-10-21 21:10:09,5.154s,PASSED
click,Chrome 69.0.3497.100,,2018-10-21 21:10:09,2018-10-21 21:10:09,0.309s,PASSED
switchToWindowIndex,Chrome 69.0.3497.100,,2018-10-21 21:10:09,2018-10-21 21:10:41,31.997s,FAILED
