Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
AddShop,Chrome 69.0.3497.100,,2018-10-21 21:50:25,2018-10-21 21:51:23,57.511s,FAILED
,,,,,,
Test Cases/AddShop/AddShop,Chrome 69.0.3497.100,,2018-10-21 21:50:26,2018-10-21 21:51:22,55.984s,FAILED
openBrowser,Chrome 69.0.3497.100,,2018-10-21 21:50:27,2018-10-21 21:50:31,3.903s,PASSED
navigateToUrl,Chrome 69.0.3497.100,,2018-10-21 21:50:31,2018-10-21 21:50:40,9.747s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-21 21:50:40,2018-10-21 21:50:41,0.457s,PASSED
setText,Chrome 69.0.3497.100,,2018-10-21 21:50:41,2018-10-21 21:50:41,0.363s,PASSED
click,Chrome 69.0.3497.100,,2018-10-21 21:50:41,2018-10-21 21:50:42,0.366s,PASSED
click,Chrome 69.0.3497.100,,2018-10-21 21:50:42,2018-10-21 21:50:47,5.143s,PASSED
click,Chrome 69.0.3497.100,,2018-10-21 21:50:47,2018-10-21 21:50:47,0.247s,PASSED
switchToWindowTitle,Chrome 69.0.3497.100,,2018-10-21 21:50:47,2018-10-21 21:51:22,35.014s,FAILED
